,tweet,class
346,"b'Pizza Delivery Driver Shot In Parking Lot - Oklahoma City News Story - KOCO Oklahoma City Teen Found Guilty in Murder of Pizza Delivery Driver - News9.com - Oklahoma City , OK - News , Weather , Video and Sports |'",noHate
347,b'Good thing there are the zionist police to keep me from coming and taking everything you have earned with your arrogance .',noHate
348,"b""I have to admit I do n't think I 've ever met a Briton ??? and I am English , so you must know something that I do n't know ??? , good for you .""",noHate
349,"b'Simply put , they are AT LEAST 100,000 years behind evolved creatures on the evolutionary scale with no hope of ever progressing .'",hate
350,"b'""'",noHate
351,"b'I havent even paid for not one single ppv , so its not like Im stopping my support , lol By the way , to the guy that said Demian Maia is white ... yes , hes white , just like Erick Silva .'",noHate
352,"b'Yes, we are but you will find these people are often Nordic as their subrace .'",noHate
353,"b'Yes, this painting is in the Art Institute of Chicago .'",noHate
354,b'Is that couple in the second picture with the dark yellow background an Asian female with a White male or is it something that looks like it designed to send the same message ?',hate
355,"b""Interesting guy , if you 've never seen Derren Brown before .""",noHate
356,"b""I 'll go look at your stuff , thanks !""",noHate
357,b'There are London areas that could be described as nothing less than little islamic republics .',hate
358,"b""Well done to all the people in Ireland.Let 's hope this is just the start of people waking up to the dangers of a mulitracial society .""",noHate
359,"b""It's really not our faith of choice that matters , It 's the dedication to our race which is where we are made or lost .""",noHate
360,b'That is the very definition of genocide .',noHate
361,"b""Wasn't meaning yo be hard on you or Knightrider1961 .""",noHate
362,"b""I think it 's quite ironic that they want to ban the burkha when they look like they are dressed in them themselves .""",noHate
363,b'Facebook account helps me fo example if im not present in school .',noHate
364,b'TAKE COVER SOON JAPAN NUCLEAR EXPLOSION GLOBAL DISASTER FUKUSHIMA YouTube - JAPAN NUCLEAR EXPLOSION GLOBAL DISASTER FUKUSHIMA I received this image in an email this morning .',noHate
365,"b""just saw a hershey 's commercial on tv , ca n't find it on jewtube shows a White woman happily sharing candy with some mop headed groid male on an escalator guess I wo n't be buying that stuff ever again""",hate
366,"b""Too bad you 're not in BC where I am .""",noHate
367,"b'Somebody please give this kid a quick lesson in history , geography & irony before I throw my iPad against the nearest wall'",noHate
368,b'Quit and find another job .',noHate
369,b'If ya wanna talk just PM me .',noHate
370,b'Visit the used book stores in Riverside .',noHate
371,b'Those in the countries you mentioned are the mongrel offspring between whites ( Aryans ) and Arabs and its funny how those of the East who claim to be the Aryans talk about white people who came and mixed with them and the only Aryans apparently in the East are those with light skin and blue eyes .',hate
372,"b""Without explicitly lying , you could claim `` other '' ( europid ) or `` two or more '' ( nordid , atlantid , dinarid and so on ) races .""",noHate
373,b'Two English majors who went on to be successful are James Corbett and Drew Karpyshyn .',noHate
374,b'The school did not cause my much trouble because it was elementary school .',noHate
375,b'I usually use Powerade or Sqwincher .',noHate
376,b'WE CRIPPIN NIGGA .',hate
377,b'No figures are available because none are made public .',noHate
378,"b'Turn off all pop-up blockers , Zone Alarm , and so on .'",noHate
379,"b""Scientists portray neanderthals as whites because they 're politically correct and scientifically incorrect .""",noHate
380,b'No white person should send a single penny or lift a single finger to help them .',hate
381,b'If the Orthodox Churches had mobilized against the Reds they could have been smashed in their cradle .',noHate
382,"b""They are of Mediterranean type , it 's normal because of the temperature to have darker pigmentation , than fellow whites from western and northern Europe .""",noHate
383,b'This is a good thread There is a lot of cheap WHITE places to live in the U.S. I have already drivin to look at some places already .',noHate
384,"b""With Black girls it takes a baseball bat - who carries a mu-ff' in baseball bat on a date ??""",hate
385,"b'Folk , Faith , Family Hail Victory !!'",noHate
386,"b""Black-On-White Crime Blog : Blacks Commit All Crime at University of Minnesota , Organized Blackness Shouts ' Pattern Recognition ' the Real Crime""",noHate
387,b'can u guys check to make sure ur site work with Linux lots of Linux folks use Konqueror. just a thought',noHate
388,b'Dogs and coyotes are two different species that can breed and produce fertile offspring .',noHate
389,"b""Are you an anti-Semite who is trying to undermine the racial integrity of the world 's only Jewish state ?""",noHate
390,"b'The computer can be equally unproductive , but at least you have control over what you expose yourself to .'",noHate
391,b'Either it was straight out the ass of god himself and divine or meaningless and devoid of all reason .',noHate
392,b'I just added up the price of textbooks REQUIRED for an organic chemistry class .',noHate
393,b'14/88',noHate
394,"b""These people who want foreign aid increased are the same people who walk past irish people living rough on the streets and they do n't care about the old people who the government ignores .""",noHate
395,"b'Elected from the Fredericia district , in the Vejle region , she is the youngest member in the history of the Assembly .'",noHate
396,"b""Is n't the EU wonderful ?""",noHate
397,"b'Thank you for posting this ! this disgusting lie will hopefully one day be addressed and corrected , at that point I would hope the world will see the Jews for what they really are .'",hate
398,"b'I needed to be in 3 places last night , including this one : Christmas with the Gothard Sisters 2014 : Show Teaser - YouTube'",noHate
399,"b""Our youth are our future indeed ! Just as Hitler 's youth ours must be addressed early to the doctrines in order to secure a foundamental inherent belief system which corressponds within a timely manner enabling them and thier thought processes to formulate and adjust to rudimentary belief functions incorporating all thier senses.They must become keenly aware of social agendas and political ramifications of action v.s. inaction as it pertains to strategical logistics of a growing super power .""",noHate
400,b'You realize you are not going to be convincing any loyal board members to the terrific joys of diversity and the cultural enrichment that say the Somali Muslim refugees are bringing to White communities .',noHate
401,"b""It 's mind boggling to me , I mean they just cut it off and run off with it in their hands ?""",noHate
402,b'Kids are very receptive to learning and teaching .',noHate
403,"b'the white race will soon be on the brink of being a minority in a few years if nothing is done to stop these vile hordes invading our lands , I for one do not want to live in a city like Bradford or Birmingham where we are outnumbered 2 to 1 or worse'",hate
